UserID,PaymentDate,Amount,PaymentMethod
U0067,2022-08-14,10,Credit Card
U0068,2022-08-25,20,Bank Transfer
U0068,2022-09-25,20,Bank Transfer
U0068,2022-10-25,20,Credit Card
U0068,2022-11-25,20,Credit Card
U0068,2022-12-25,20,Bank Transfer
U0068,2023-01-25,20,Bank Transfer
U0069,2022-11-19,10,Bank Transfer
U0069,2022-12-19,10,PayPal
U0069,2023-01-19,10,Credit Card
U0070,2022-04-27,10,Bank Transfer
U0070,2022-05-27,10,Bank Transfer
U0070,2022-06-27,10,Credit Card
U0070,2022-07-27,10,Bank Transfer
U0070,2022-08-27,10,Bank Transfer
U0070,2022-09-27,10,PayPal
U0071,2022-12-07,10,Credit Card
U0072,2022-09-26,30,Bank Transfer
U0073,2022-06-03,10,PayPal
U0073,2022-07-03,10,PayPal
U0073,2022-08-03,10,PayPal
U0073,2022-09-03,10,Credit Card
U0073,2022-10-03,10,Bank Transfer
U0073,2022-11-03,10,Credit Card
U0073,2022-12-03,10,Credit Card
U0073,2023-01-03,10,Bank Transfer
U0073,2023-02-03,10,PayPal
U0073,2023-03-03,10,PayPal
U0073,2023-04-03,10,PayPal
U0073,2023-05-03,10,PayPal
U0074,2022-10-03,20,Bank Transfer
U0074,2022-11-03,20,Credit Card
U0074,2022-12-03,20,PayPal
U0075,2022-03-31,10,PayPal
U0075,2022-04-30,10,Credit Card
U0075,2022-05-31,10,PayPal
U0075,2022-06-30,10,Credit Card
U0075,2022-07-31,10,PayPal
U0075,2022-08-31,10,Credit Card
U0076,2022-10-22,10,PayPal
U0076,2022-11-22,10,PayPal
U0076,2022-12-22,10,PayPal
U0076,2023-01-22,10,Bank Transfer
U0076,2023-02-22,10,PayPal
U0076,2023-03-22,10,Bank Transfer
U0076,2023-04-22,10,Bank Transfer
U0076,2023-05-22,10,Credit Card
U0076,2023-06-22,10,Credit Card
U0076,2023-07-22,10,Credit Card
U0076,2023-08-22,10,PayPal
U0076,2023-09-22,10,Bank Transfer
U0077,2022-03-30,20,Credit Card
U0078,2022-02-19,20,Credit Card
U0079,2022-10-26,10,PayPal
U0080,2022-04-13,10,Bank Transfer
U0080,2022-05-13,10,Credit Card
U0080,2022-06-13,10,Bank Transfer
U0080,2022-07-13,10,PayPal
U0080,2022-08-13,10,Bank Transfer
U0080,2022-09-13,10,PayPal
U0081,2022-11-13,10,Credit Card
U0081,2022-12-13,10,Credit Card
U0081,2023-01-13,10,Bank Transfer
U0081,2023-02-13,10,Credit Card
U0081,2023-03-13,10,Bank Transfer
U0081,2023-04-13,10,Credit Card
U0082,2022-09-24,10,PayPal
U0082,2022-10-24,10,Credit Card
U0082,2022-11-24,10,Bank Transfer
U0083,2022-11-28,30,Bank Transfer
U0083,2022-12-28,30,Bank Transfer
U0083,2023-01-28,30,Credit Card
U0083,2023-02-28,30,Credit Card
U0083,2023-03-28,30,Credit Card
U0083,2023-04-28,30,Bank Transfer
U0083,2023-05-28,30,Bank Transfer
U0083,2023-06-28,30,Credit Card
U0083,2023-07-28,30,Credit Card
U0083,2023-08-28,30,Bank Transfer
U0083,2023-09-28,30,Credit Card
U0083,2023-10-28,30,Credit Card
U0084,2022-09-24,30,PayPal
U0085,2022-04-09,30,Credit Card
U0085,2022-05-09,30,Credit Card
U0085,2022-06-09,30,PayPal
U0086,2022-11-19,10,Credit Card
U0086,2022-12-19,10,Credit Card
U0086,2023-01-19,10,PayPal
U0086,2023-02-19,10,Bank Transfer
U0086,2023-03-19,10,PayPal
U0086,2023-04-19,10,PayPal
U0086,2023-05-19,10,PayPal
U0086,2023-06-19,10,PayPal
U0086,2023-07-19,10,Bank Transfer
U0086,2023-08-19,10,Credit Card
U0086,2023-09-19,10,PayPal
U0086,2023-10-19,10,Credit Card
U0087,2022-10-21,20,Credit Card
U0088,2022-03-30,10,PayPal
U0089,2022-03-20,10,Credit Card
U0089,2022-04-20,10,Credit Card
U0089,2022-05-20,10,Credit Card
U0089,2022-06-20,10,PayPal
U0089,2022-07-20,10,Bank Transfer
U0089,2022-08-20,10,Bank Transfer
U0090,2022-09-23,30,Bank Transfer
U0090,2022-10-23,30,Credit Card
U0090,2022-11-23,30,Bank Transfer
U0091,2022-01-31,20,PayPal
U0092,2022-07-30,20,Credit Card
U0092,2022-08-30,20,Bank Transfer
U0092,2022-09-30,20,Credit Card
U0093,2022-11-20,10,Credit Card
U0093,2022-12-20,10,Credit Card
U0093,2023-01-20,10,Bank Transfer
U0094,2022-02-04,10,Credit Card
U0094,2022-03-04,10,Bank Transfer
U0094,2022-04-04,10,PayPal
U0094,2022-05-04,10,PayPal
U0094,2022-06-04,10,Bank Transfer
U0094,2022-07-04,10,Credit Card
U0094,2022-08-04,10,Credit Card
U0094,2022-09-04,10,Bank Transfer
U0094,2022-10-04,10,Bank Transfer
U0094,2022-11-04,10,Bank Transfer
U0094,2022-12-04,10,PayPal
U0094,2023-01-04,10,PayPal
U0095,2022-12-11,20,PayPal
U0096,2022-04-27,20,Credit Card
U0096,2022-05-27,20,Bank Transfer
U0096,2022-06-27,20,Credit Card
U0096,2022-07-27,20,Credit Card
U0096,2022-08-27,20,Bank Transfer
U0096,2022-09-27,20,Credit Card
U0097,2022-08-11,30,PayPal
U0097,2022-09-11,30,PayPal
U0097,2022-10-11,30,Credit Card
U0097,2022-11-11,30,Bank Transfer
U0097,2022-12-11,30,PayPal
U0097,2023-01-11,30,Bank Transfer
U0097,2023-02-11,30,Bank Transfer
U0097,2023-03-11,30,Bank Transfer
U0097,2023-04-11,30,Credit Card
U0097,2023-05-11,30,PayPal
U0097,2023-06-11,30,Bank Transfer
U0097,2023-07-11,30,Credit Card
U0098,2022-01-15,30,Bank Transfer
U0099,2022-10-19,30,Credit Card
U0099,2022-11-19,30,Credit Card
U0099,2022-12-19,30,Credit Card
U0099,2023-01-19,30,Credit Card
U0099,2023-02-19,30,PayPal
U0099,2023-03-19,30,PayPal
U0099,2023-04-19,30,PayPal
U0099,2023-05-19,30,Bank Transfer
U0099,2023-06-19,30,Bank Transfer
U0099,2023-07-19,30,Credit Card
U0099,2023-08-19,30,PayPal
U0099,2023-09-19,30,Credit Card
U0100,2022-01-22,10,Credit Card
U0100,2022-02-22,10,PayPal
U0100,2022-03-22,10,Credit Card
U0100,2022-04-22,10,Credit Card
U0100,2022-05-22,10,Bank Transfer
U0100,2022-06-22,10,Bank Transfer
U0101,2022-12-29,20,Bank Transfer
U0101,2023-01-29,20,Credit Card
U0101,2023-02-28,20,Bank Transfer
U0101,2023-03-29,20,Credit Card
U0101,2023-04-29,20,Credit Card
U0101,2023-05-29,20,Bank Transfer
U0102,2022-08-01,30,Credit Card
U0103,2022-09-09,30,PayPal
U0104,2022-08-09,30,Credit Card
U0104,2022-09-09,30,Credit Card
U0104,2022-10-09,30,Bank Transfer
U0104,2022-11-09,30,PayPal
U0104,2022-12-09,30,Credit Card
U0104,2023-01-09,30,Credit Card
U0105,2022-09-03,30,PayPal
U0105,2022-10-03,30,Credit Card
U0105,2022-11-03,30,PayPal
U0106,2022-06-30,30,Bank Transfer
U0106,2022-07-30,30,Bank Transfer
U0106,2022-08-30,30,PayPal
U0107,2022-08-07,20,PayPal
U0107,2022-09-07,20,Credit Card
U0107,2022-10-07,20,Bank Transfer
U0107,2022-11-07,20,Credit Card
U0107,2022-12-07,20,PayPal
U0107,2023-01-07,20,Bank Transfer
U0107,2023-02-07,20,Credit Card
U0107,2023-03-07,20,Bank Transfer
U0107,2023-04-07,20,Credit Card
U0107,2023-05-07,20,Bank Transfer
U0107,2023-06-07,20,Bank Transfer
U0107,2023-07-07,20,Bank Transfer
U0108,2022-01-03,10,PayPal
U0108,2022-02-03,10,Bank Transfer
U0108,2022-03-03,10,PayPal
U0108,2022-04-03,10,Bank Transfer
U0108,2022-05-03,10,PayPal
U0108,2022-06-03,10,Credit Card
U0109,2022-07-27,20,Bank Transfer
U0110,2022-11-06,10,Credit Card
U0110,2022-12-06,10,Credit Card
U0110,2023-01-06,10,Credit Card
U0110,2023-02-06,10,Credit Card
U0110,2023-03-06,10,PayPal
U0110,2023-04-06,10,PayPal
U0111,2022-10-12,30,Credit Card
U0111,2022-11-12,30,Bank Transfer
U0111,2022-12-12,30,PayPal
U0111,2023-01-12,30,Credit Card
U0111,2023-02-12,30,Bank Transfer
U0111,2023-03-12,30,PayPal
U0111,2023-04-12,30,Bank Transfer
U0111,2023-05-12,30,PayPal
U0111,2023-06-12,30,PayPal
U0111,2023-07-12,30,Credit Card
U0111,2023-08-12,30,Credit Card
U0111,2023-09-12,30,Credit Card
U0112,2022-05-09,20,Credit Card
U0112,2022-06-09,20,PayPal
U0112,2022-07-09,20,PayPal
U0112,2022-08-09,20,Credit Card
U0112,2022-09-09,20,Credit Card
U0112,2022-10-09,20,Credit Card
U0112,2022-11-09,20,PayPal
U0112,2022-12-09,20,PayPal
U0112,2023-01-09,20,PayPal
U0112,2023-02-09,20,Bank Transfer
U0112,2023-03-09,20,Bank Transfer
U0112,2023-04-09,20,Bank Transfer
U0113,2022-06-18,10,Bank Transfer
U0113,2022-07-18,10,PayPal
U0113,2022-08-18,10,Bank Transfer
U0113,2022-09-18,10,PayPal
U0113,2022-10-18,10,Bank Transfer
U0113,2022-11-18,10,Credit Card
U0113,2022-12-18,10,Bank Transfer
U0113,2023-01-18,10,Bank Transfer
U0113,2023-02-18,10,Credit Card
U0113,2023-03-18,10,PayPal
U0113,2023-04-18,10,Bank Transfer
U0113,2023-05-18,10,Credit Card
U0114,2022-05-21,20,PayPal
U0114,2022-06-21,20,PayPal
U0114,2022-07-21,20,PayPal
U0114,2022-08-21,20,Credit Card
U0114,2022-09-21,20,Bank Transfer
U0114,2022-10-21,20,Bank Transfer
U0115,2022-04-03,10,PayPal
U0115,2022-05-03,10,Credit Card
U0115,2022-06-03,10,PayPal
U0115,2022-07-03,10,Bank Transfer
U0115,2022-08-03,10,Bank Transfer
U0115,2022-09-03,10,Bank Transfer
U0115,2022-10-03,10,Bank Transfer
U0115,2022-11-03,10,PayPal
U0115,2022-12-03,10,PayPal
U0115,2023-01-03,10,Credit Card
U0115,2023-02-03,10,Bank Transfer
U0115,2023-03-03,10,PayPal
U0116,2022-05-23,20,Bank Transfer
U0116,2022-06-23,20,Bank Transfer
U0116,2022-07-23,20,Credit Card
U0116,2022-08-23,20,Bank Transfer
U0116,2022-09-23,20,Bank Transfer
U0116,2022-10-23,20,Credit Card
U0116,2022-11-23,20,PayPal
U0116,2022-12-23,20,Credit Card
U0116,2023-01-23,20,Credit Card
U0116,2023-02-23,20,Credit Card
U0116,2023-03-23,20,Bank Transfer
U0116,2023-04-23,20,Credit Card
U0117,2022-03-19,10,PayPal
U0117,2022-04-19,10,PayPal
U0117,2022-05-19,10,Credit Card
U0117,2022-06-19,10,Credit Card
U0117,2022-07-19,10,PayPal
U0117,2022-08-19,10,Credit Card
U0117,2022-09-19,10,Credit Card
U0117,2022-10-19,10,PayPal
U0117,2022-11-19,10,Credit Card
U0117,2022-12-19,10,Credit Card
U0117,2023-01-19,10,Bank Transfer
U0117,2023-02-19,10,PayPal
U0118,2022-03-21,20,Credit Card
U0118,2022-04-21,20,PayPal
U0118,2022-05-21,20,Bank Transfer
U0118,2022-06-21,20,PayPal
U0118,2022-07-21,20,Bank Transfer
U0118,2022-08-21,20,Bank Transfer
U0119,2022-09-29,20,Credit Card
U0120,2022-01-01,10,Bank Transfer
U0120,2022-02-01,10,PayPal
U0120,2022-03-01,10,Bank Transfer
U0120,2022-04-01,10,Bank Transfer
U0120,2022-05-01,10,Credit Card
U0120,2022-06-01,10,Credit Card
U0120,2022-07-01,10,Bank Transfer
U0120,2022-08-01,10,Credit Card
U0120,2022-09-01,10,Bank Transfer
U0120,2022-10-01,10,PayPal
U0120,2022-11-01,10,Credit Card
U0120,2022-12-01,10,PayPal
U0121,2022-05-11,30,Bank Transfer
U0122,2022-05-25,20,Credit Card
U0122,2022-06-25,20,Bank Transfer
U0122,2022-07-25,20,Credit Card
U0123,2022-12-24,20,Bank Transfer
U0123,2023-01-24,20,PayPal
U0123,2023-02-24,20,PayPal
U0123,2023-03-24,20,PayPal
U0123,2023-04-24,20,PayPal
U0123,2023-05-24,20,Credit Card
U0124,2022-04-18,10,PayPal
U0124,2022-05-18,10,Bank Transfer
U0124,2022-06-18,10,Bank Transfer
U0124,2022-07-18,10,Bank Transfer
U0124,2022-08-18,10,Credit Card
U0124,2022-09-18,10,Credit Card
U0124,2022-10-18,10,Credit Card
U0124,2022-11-18,10,PayPal
U0124,2022-12-18,10,Credit Card
U0124,2023-01-18,10,PayPal
U0124,2023-02-18,10,Bank Transfer
U0124,2023-03-18,10,Credit Card
